0.030482	0.53141	1.993	0.8728	0.0015979	-0.11111	0.021629	0.017517	0.080929	-0.01556	-0.019115	0.030185	-0.0060688	0.25693	-0.831	0.49339	0.86645	-0.47493	0.15397	-0.92894	0.36626	-0.054055	1	2
0.38691	0.075612	2.0638	0.83726	0.017517	0.080929	-0.01556	0.0015979	-0.11111	0.021629	-0.019115	0.030185	-0.0060688	0.86645	-0.47493	0.15397	0.25693	-0.831	0.49339	-0.92894	0.36626	-0.054055	1	5
2.0062	0.81282	2.9243	2.2326	-0.027047	-0.018017	0.0022467	0.038548	-0.060958	-0.0033044	-0.011501	0.078975	0.0010577	-0.77907	0.59317	0.20299	0.87758	-0.031146	0.47841	-0.91942	-0.23109	0.31823	3	1
0.80463	2.0002	2.9197	2.2515	0.038548	-0.060958	-0.0033044	-0.027047	-0.018017	0.0022467	-0.011501	0.078975	0.0010577	0.87758	-0.031146	0.47841	-0.77907	0.59317	0.20299	-0.91942	-0.23109	0.31823	3	3
1.0367	0.839	1.0503	1.5594	0.038548	-0.060958	-0.0033044	-0.011501	0.078975	0.0010577	-0.027047	-0.018017	0.0022467	0.87758	-0.031146	0.47841	-0.91942	-0.23109	0.31823	-0.77907	0.59317	0.20299	3	4
0.62961	1.324	1.0181	0.33393	-0.011501	0.078975	0.0010577	-0.027047	-0.018017	0.0022467	0.038548	-0.060958	-0.0033044	-0.91942	-0.23109	0.31823	-0.77907	0.59317	0.20299	0.87758	-0.031146	0.47841	3	5
1.253	2.8499	2.7137	0.12932	-0.011501	0.078975	0.0010577	0.038548	-0.060958	-0.0033044	-0.027047	-0.018017	0.0022467	-0.91942	-0.23109	0.31823	0.87758	-0.031146	0.47841	-0.77907	0.59317	0.20299	3	6
1.1955	1.5976	0.97504	1.277	0.032413	-0.033455	-0.034707	-0.013934	0.039194	0.011478	-0.018479	-0.0057389	0.023229	0.7625	-0.062272	-0.64399	-0.55558	-0.0075667	0.83143	-0.63252	0.072945	0.7711	4	4
1.0821	1.2518	1.142	0.19433	-0.013934	0.039194	0.011478	-0.018479	-0.0057389	0.023229	0.032413	-0.033455	-0.034707	-0.55558	-0.0075667	0.83143	-0.63252	0.072945	0.7711	0.7625	-0.062272	-0.64399	4	5
1.4861	0.97826	1.348	1.352	-0.013934	0.039194	0.011478	0.032413	-0.033455	-0.034707	-0.018479	-0.0057389	0.023229	-0.55558	-0.0075667	0.83143	0.7625	-0.062272	-0.64399	-0.63252	0.072945	0.7711	4	6
