1.1527	1.8354	1.1461	2.0117	0.010408	0.044458	-0.016058	-0.003991	-0.055188	-0.01698	-0.0064167	0.01073	0.033038	0.53216	0.64948	0.54312	-0.087432	-0.99081	0.10324	-0.12655	0.36191	0.92358	1	1
0.87028	1.1846	0.79805	0.24192	0.010408	0.044458	-0.016058	-0.0064167	0.01073	0.033038	-0.003991	-0.055188	-0.01698	0.53216	0.64948	0.54312	-0.12655	0.36191	0.92358	-0.087432	-0.99081	0.10324	1	2
1.0861	1.3164	0.45429	1.953	-0.003991	-0.055188	-0.01698	-0.0064167	0.01073	0.033038	0.010408	0.044458	-0.016058	-0.087432	-0.99081	0.10324	-0.12655	0.36191	0.92358	0.53216	0.64948	0.54312	1	4
1.1964	0.87584	0.78992	0.23325	-0.0064167	0.01073	0.033038	0.010408	0.044458	-0.016058	-0.003991	-0.055188	-0.01698	-0.12655	0.36191	0.92358	0.53216	0.64948	0.54312	-0.087432	-0.99081	0.10324	1	5
1.6544	1.237	0.22561	0.71054	0.020171	0.035099	-0.021925	-0.0043601	-0.059807	-0.00085853	-0.015811	0.024708	0.022783	0.21619	0.46936	-0.85613	0.017882	-0.99984	-0.00065426	-0.20138	0.74188	0.63958	2	2
1.7689	1.7376	0.41086	0.6144	-0.015811	0.024708	0.022783	0.020171	0.035099	-0.021925	-0.0043601	-0.059807	-0.00085853	-0.20138	0.74188	0.63958	0.21619	0.46936	-0.85613	0.017882	-0.99984	-0.00065426	2	3
1.5308	0.90751	1.3583	1.0781	-0.015811	0.024708	0.022783	-0.0043601	-0.059807	-0.00085853	0.020171	0.035099	-0.021925	-0.20138	0.74188	0.63958	0.017882	-0.99984	-0.00065426	0.21619	0.46936	-0.85613	2	4
1.303	1.6912	0.383	0.74481	-0.0043601	-0.059807	-0.00085853	0.020171	0.035099	-0.021925	-0.015811	0.024708	0.022783	0.017882	-0.99984	-0.00065426	0.21619	0.46936	-0.85613	-0.20138	0.74188	0.63958	2	5
0.92927	1.5117	1.3257	1.0816	-0.0043601	-0.059807	-0.00085853	-0.015811	0.024708	0.022783	0.020171	0.035099	-0.021925	0.017882	-0.99984	-0.00065426	-0.20138	0.74188	0.63958	0.21619	0.46936	-0.85613	2	6
1.4832	2.0237	1.5368	1.8325	-0.016679	-0.034822	0.024456	-0.0031835	-0.00013464	-0.036973	0.019863	0.034957	0.012517	-0.0639	-0.31144	0.94811	-0.27135	0.55442	-0.78676	0.049845	0.93954	0.33878	3	2
1.1611	1.5543	0.83341	1.8489	0.019863	0.034957	0.012517	-0.0031835	-0.00013464	-0.036973	-0.016679	-0.034822	0.024456	0.049845	0.93954	0.33878	-0.27135	0.55442	-0.78676	-0.0639	-0.31144	0.94811	3	4
1.6018	1.5332	1.1941	1.6686	-0.0031835	-0.00013464	-0.036973	-0.016679	-0.034822	0.024456	0.019863	0.034957	0.012517	-0.27135	0.55442	-0.78676	-0.0639	-0.31144	0.94811	0.049845	0.93954	0.33878	3	5
1.2215	1.5515	0.8781	1.0011	-0.026158	-0.056117	-0.015217	0.045522	0.018971	0.017612	-0.019365	0.037145	-0.0023949	-0.10424	-0.98307	-0.15066	0.54511	0.71929	0.43068	0.36893	0.92942	-0.0080387	4	2
1.575	0.90001	1.0158	1.3254	-0.019365	0.037145	-0.0023949	-0.026158	-0.056117	-0.015217	0.045522	0.018971	0.017612	0.36893	0.92942	-0.0080387	-0.10424	-0.98307	-0.15066	0.54511	0.71929	0.43068	4	3
1.1406	1.007	1.0946	0.29805	-0.019365	0.037145	-0.0023949	0.045522	0.018971	0.017612	-0.026158	-0.056117	-0.015217	0.36893	0.92942	-0.0080387	0.54511	0.71929	0.43068	-0.10424	-0.98307	-0.15066	4	4
1.3418	0.94057	1.2334	1.2937	0.045522	0.018971	0.017612	-0.026158	-0.056117	-0.015217	-0.019365	0.037145	-0.0023949	0.54511	0.71929	0.43068	-0.10424	-0.98307	-0.15066	0.36893	0.92942	-0.0080387	4	5
1.0319	1.1135	1.2076	0.89114	-0.0062244	-0.060942	-0.0011056	0.054746	0.013244	0.012913	-0.048522	0.047698	-0.011807	0.039968	-0.99918	0.005713	0.81544	0.53395	0.2235	-0.86349	0.33026	-0.3812	5	2
1.0655	1.1872	0.60925	0.67218	-0.048522	0.047698	-0.011807	-0.0062244	-0.060942	-0.0011056	0.054746	0.013244	0.012913	-0.86349	0.33026	-0.3812	0.039968	-0.99918	0.005713	0.81544	0.53395	0.2235	5	3
0.91979	1.2026	1.2253	0.98948	-0.048522	0.047698	-0.011807	0.054746	0.013244	0.012913	-0.0062244	-0.060942	-0.0011056	-0.86349	0.33026	-0.3812	0.81544	0.53395	0.2235	0.039968	-0.99918	0.005713	5	4
1.1195	1.0363	1.1639	0.91992	0.054746	0.013244	0.012913	-0.0062244	-0.060942	-0.0011056	-0.048522	0.047698	-0.011807	0.81544	0.53395	0.2235	0.039968	-0.99918	0.005713	-0.86349	0.33026	-0.3812	5	5
1.2122	0.91602	1.201	1.0134	0.054746	0.013244	0.012913	-0.048522	0.047698	-0.011807	-0.0062244	-0.060942	-0.0011056	0.81544	0.53395	0.2235	-0.86349	0.33026	-0.3812	0.039968	-0.99918	0.005713	5	6
1.5281	1.184	0.87127	1.4564	-0.025709	0.02022	-0.019523	-0.02446	-0.037568	0.022843	0.050169	0.017348	-0.0033204	-0.010758	0.50244	-0.86455	0.11815	-0.21919	0.9685	0.73727	0.64173	-0.21125	6	1
2.0965	1.4952	1.1702	0.50719	0.050169	0.017348	-0.0033204	-0.025709	0.02022	-0.019523	-0.02446	-0.037568	0.022843	0.73727	0.64173	-0.21125	-0.010758	0.50244	-0.86455	0.11815	-0.21919	0.9685	6	5
1.2781	1.7986	0.82499	0.63529	-0.0068105	-0.060785	-0.017647	-0.0055126	0.0193	0.030132	0.012323	0.041485	-0.012485	0.078816	-0.99682	0.011928	-0.10278	0.59465	0.79739	-0.020217	0.99577	-0.08958	7	2
